Name,BizID,City,State,Zip,ReviewID,Rating,
Artz Rib House,10210737,Austin,TX,78704,ip_10300387870,8,
Artz Rib House,10210737,Austin,TX,78704,ip_10303228300,10,
Artz Rib House,10210737,Austin,TX,78704,ip_10303259985,6,
Artz Rib House,10210737,Austin,TX,78704,ip_10304986870,2,
Artz Rib House,10210737,Austin,TX,78704,ip_10305318826,4,
Iron Works Barbeque,10202578,Austin,TX,78701,ip_10301181411,10,
Iron Works Barbeque,10202578,Austin,TX,78701,ip_10300783999,8,
Iron Works Barbeque,10202578,Austin,TX,78701,ip_10303216279,8,
Rudy's Country Store & Bar-B-Q,747141450,Austin,TX,78746,ip_10299504525,8,
Rudy's Country Store & Bar-B-Q,747141450,Austin,TX,78746,ip_10299554476,4,
Rudy's Country Store & Bar-B-Q,747141450,Austin,TX,78746,ip_5719850545,10,
Rudy's Country Store & Bar-B-Q,747141450,Austin,TX,78746,ip_8039950545,10,
Din Ho Chinese BBQ,10239834,Austin,TX,78758,mism_54383,6,
Din Ho Chinese BBQ,10239834,Austin,TX,78758,mism_73717,10,
Pok-E-Jo's Smokehouse,10217125,Austin,TX,78727,mism_54443,8,
Pok-E-Jo's Smokehouse,10217125,Austin,TX,78727,mism_74727,10,
MD Pluckers Wing Factory & Grill,45084449,Austin,TX,78704,ip_10303192431,10,
MD Pluckers Wing Factory & Grill,45084449,Austin,TX,78704,ip_10300387750,8,
MD Pluckers Wing Factory & Grill,45084449,Austin,TX,78704,ip_10311890195,2,
Scholz Garden,10202506,Austin,TX,78701,judy_1034913655,6,
Green Mesquite,10210778,Austin,TX,78704,ip_10300637380,8,
Green Mesquite,10210778,Austin,TX,78704,ip_10303131428,8,
Green Mesquite,10210778,Austin,TX,78704,ip_10303181819,8,
Green Mesquite,10210778,Austin,TX,78704,ip_10303210821,6,
Pok-E-Jo's Smokehouse,10217125,Austin,TX,78727,ip_10304192670,8,
Stallion Grill,43173852,Austin,TX,78751,mism_155672,10,
Uncle Billy's,45673571,Austin,TX,78704,ip_10302396864,6,
Uncle Billy's,45673571,Austin,TX,78704,ip_10309270985,2,
The Pit Barbeque,10236470,Austin,TX,78756,ip_10303472842,6,
Donn's BBQ,10216566,Austin,TX,78724,ip_10303199727,8,
Rudy's BBQ,10241592,Austin,TX,78759,ip_10300385919,10,
Bert's Bar-b Q,10219290,Austin,TX,78731,ip_10303181534,6,
Mongolian Grill,10241782,Austin,TX,78759,mism_95248,10,
Stubb's Bar-B-Q Restaurant,11402743,Austin,TX,78701,judy_-2146888967,8,
Green Mesquite BBQ,604212892,Austin,TX,78748,ip_10302390204,8,
Green Mesquite BBQ,604212892,Austin,TX,78748,ip_10300640279,8,
Green Mesquite BBQ,604212892,Austin,TX,78748,ip_10303198016,8,
Green Mesquite BBQ,604212892,Austin,TX,78748,ip_10303199721,8,
Chief's BBQ,44655315,Austin,TX,78745,ip_10303199878,10,
Pok E Jo's,37377056,Austin,TX,78704,ip_10303181551,10,
Cartwright Bar B Que,10222964,Austin,TX,78737,ip_10304177863,6,
Mann's Smokehouse Bar-B-Q,10239857,Austin,TX,78758,ip_10299504530,8,
The County Line on the Lake,10219296,Austin,TX,78731,judy_2084584077,8,
Wing Zone,801509590,St Louis,MO,63104,grub_-1195351588,8,
Buffalo Wild Wings,44236333,St. Louis,MO,63129,ip_10299830367,8,
Pappy's Smoke House,601691963,St Louis,MO,63103,mism_114213,10,
Joe Buck's,46252262,St Louis,MO,63102,ip_10300640172,8,
Red Hot and Blue,9620106,Dallas,TX,75231,ip_10300423066,10,
Red Hot and Blue,9620106,Dallas,TX,75231,ip_10301454584,8,
Red Hot and Blue,9620106,Dallas,TX,75231,ip_10301464882,8,
Red Hot and Blue,9620106,Dallas,TX,75231,ip_10303473107,10,
Red Hot and Blue,9620106,Dallas,TX,75231,ip_5571610545,10,
Dickey's Barbecue Pit,36529793,Dallas,TX,75270,ip_10302348382,8,
Signature Sport Wings,45059663,Dallas,TX,75287,ip_10300412919,10,
Signature Sport Wings,45059663,Dallas,TX,75287,ip_10302174104,8,
Two Podners Bar-B-Q & Seafood,9599502,Dallas,TX,75216,ip_10302515782,8,
Sonny Bryan's Steakhouse,9594151,Dallas,TX,75209,ip_10300269723,8,
Sonny Bryan's Steakhouse,9594151,Dallas,TX,75209,ip_10301464928,6,
Lockhart Smokehouse BBQ,672901080,Dallas,TX,75208,mism_145556,10,
Lockhart Smokehouse BBQ,672901080,Dallas,TX,75208,mism_154940,8,
Sam's Catering,36367171,Dallas,TX,75229,ip_10302873873,8,
Ernie's Barbeque & Soul Food,43041603,Dallas,TX,75227,ip_10302396016,10,
Mama Faye's BBQ,756699740,Dallas,TX,75226,eat_24298,10,
Mama Faye's BBQ,756699740,Dallas,TX,75226,eat_21529,6,
Dickey's Barbecue Pit,9586774,Dallas,TX,75206,ip_10300274619,10,
Dickey's Barbecue Pit,9586774,Dallas,TX,75206,ip_10302664380,10,
Peggy Sue BBQ,9585577,Dallas,TX,75205,judy_-1005492128,8,
Peggy Sue BBQ,9585577,Dallas,TX,75205,judy_-1246407623,10,
Peggy Sue BBQ,9585577,Dallas,TX,75205,judy_-1726172616,2,
Peggy Sue BBQ,9585577,Dallas,TX,75205,judy_-510011962,8,
Peggy Sue BBQ,9585577,Dallas,TX,75205,judy_549907316,2,
Wingstop,45761728,Dallas,TX,75211,ip_10299468249,6,
Wingstop,45761728,Dallas,TX,75211,ip_10300065107,2,
Anderson's Barbeque Catering,9626663,Dallas,TX,75235,ip_10301045728,8,
Bob's Steak & Chop House - Dallas,9603464,Dallas,TX,75219,ip_10300297563,10,
Bob's Steak & Chop House - Dallas,9603464,Dallas,TX,75219,ip_10301037485,6,
Bob's Steak & Chop House - Dallas,9603464,Dallas,TX,75219,ip_10306467481,10,
Bob's Steak & Chop House - Dallas,9603464,Dallas,TX,75219,ip_10300269938,10,
Bob's Steak & Chop House - Dallas,9603464,Dallas,TX,75219,ip_10300348417,8,
Bob's Steak & Chop House - Dallas,9603464,Dallas,TX,75219,ip_10302180268,8,
Bob's Steak & Chop House - Dallas,9603464,Dallas,TX,75219,ip_10304261227,10,
Bob's Steak & Chop House - Dallas,9603464,Dallas,TX,75219,ip_10309611456,8,
Fat Matt's Hot Wings,613098930,Dallas,TX,75241,ip_10304958330,8,
Wing Street,606998270,Dallas,TX,75254,ip_10304994493,8,
Humperdinks Brewpub,9606639,Dallas,TX,75220,grub_-118223211,8,
Chili's Grill & Bar,41790673,Dallas,TX,75211,ip_10300764067,8,
Chili's Grill & Bar,41790673,Dallas,TX,75211,ip_10302446604,10,
Two Podners Bar-B-Q & Seafood,656773040,Dallas,TX,75210,ip_10302311810,6,
Big Al's Smokehouse,9626609,Dallas,TX,75235,ip_10303376358,8,
Big Al's Smokehouse,9626609,Dallas,TX,75235,ip_10303376359,8,
Colters BBQ & Grill,9632075,Dallas,TX,75240,ip_10300298720,8,
Mary's Old Fashion Barbeque,9327298,Nashville,TN,37208,ip_10300695654,8,
T J's Bar Bq & Fish,34115067,Nashville,TN,37208,ip_10300695665,8,
Hearth & Grill Shop,9332434,Nashville,TN,37211,judy_-1372752043,2,
Hearth & Grill Shop,9332434,Nashville,TN,37211,judy_1304772551,2,
Hearth & Grill Shop,9332434,Nashville,TN,37211,judy_-733749078,6,
Whitt's Barbecue,9323745,Nashville,TN,37205,ip_10300639660,8,
B.B. King's Blues Club,38461303,Nashville,TN,37201,ip_7733400545,10,
Jack's Bar-B-Que,9326493,Nashville,TN,37207,ip_10300231869,8,
Jack's Bar-B-Que,9326493,Nashville,TN,37207,ip_10300369578,6,
Logan's Roadhouse,9318022,Nashville,TN,37203,mism_48807,6,
Logan's Roadhouse,9318022,Nashville,TN,37203,mism_73531,2,
Bar-B-Cutie,9336293,Nashville,TN,37214,ip_10300695020,8,
Titan Fans Bar-B-Que,814243810,Nashville,TN,37218,ip_10300695693,10,
Neely's Bar-B-Q,34131473,Nashville,TN,37228,ip_10299425479,8,
B.B. King's Blues Club,38461303,Nashville,TN,37201,mism_73280,6,
Calhoun's Restaurants,9324054,Nashville,TN,37205,ip_10300350866,6,
Neely's Bar-B-Q,34131473,Nashville,TN,37228,judy_708609741,8,
Buffalo Wild Wings - Lenox - (Atlanta),603294022,Atlanta,GA,30326,ip_10302938090,10,
Burger Joy BBQ Wings,622155350,Atlanta,GA,30312,grub_-634276627,10,
Rolling Bones Barbecue,39242395,Atlanta,GA,30312,ip_10300697852,8,
Rolling Bones Barbecue,39242395,Atlanta,GA,30312,ip_10301161867,6,
J B's Fish & Wings,40946548,Atlanta,GA,30310,ip_10303169554,6,
American Wings & Seafood,3009012,Atlanta,GA,30315,ip_10303421674,8,
Daddy D'z,3007204,Atlanta,GA,30312,ip_10300236108,8,
Daddy D'z,3007204,Atlanta,GA,30312,ip_10300267887,8,
Daddy D'z,3007204,Atlanta,GA,30312,ip_10300431771,8,
Daddy D'z,3007204,Atlanta,GA,30312,ip_5873280545,8,
The Gravity Pub,3010357,Atlanta,GA,30316,ip_10300188064,10,
The Gravity Pub,3010357,Atlanta,GA,30316,ip_10300597308,8,
The Gravity Pub,3010357,Atlanta,GA,30316,ip_10301457246,10,
Wing Ranch,3013503,Atlanta,GA,30319,ip_10300699810,2,
Wing Ranch,3013503,Atlanta,GA,30319,ip_10301150344,6,
Wing Ranch,3013503,Atlanta,GA,30319,ip_10301161881,6,
Cafe Buffalo Wings,3006431,Atlanta,GA,30311,ip_10300211393,10,
Lucky Buddha Restaurant,601356466,Atlanta,GA,30318,grub_1150314360,10,
JoJo's Wings & Grill,33638530,Atlanta,GA,30350,ip_10303429283,6,
Lucky Buddha Restaurant,601356466,Atlanta,GA,30318,eat_10116,2,
Lucky Buddha Restaurant,601356466,Atlanta,GA,30318,eat_10492,2,
Lucky Buddha Restaurant,601356466,Atlanta,GA,30318,eat_10914,2,
Lucky Buddha Restaurant,601356466,Atlanta,GA,30318,eat_12311,10,
Lucky Buddha Restaurant,601356466,Atlanta,GA,30318,eat_12766,2,
Lucky Buddha Restaurant,601356466,Atlanta,GA,30318,eat_12935,10,
Lucky Buddha Restaurant,601356466,Atlanta,GA,30318,eat_13203,2,
Lucky Buddha Restaurant,601356466,Atlanta,GA,30318,eat_14477,2,
Lucky Buddha Restaurant,601356466,Atlanta,GA,30318,eat_15090,6,
Lucky Buddha Restaurant,601356466,Atlanta,GA,30318,eat_16891,2,
Lucky Buddha Restaurant,601356466,Atlanta,GA,30318,eat_16985,2,
Lucky Buddha Restaurant,601356466,Atlanta,GA,30318,eat_18399,10,
Lucky Buddha Restaurant,601356466,Atlanta,GA,30318,eat_21617,10,
Lucky Buddha Restaurant,601356466,Atlanta,GA,30318,eat_21887,2,
Wingnuts,33615004,Atlanta,GA,30329,eat_15572,6,
Wingnuts,33615004,Atlanta,GA,30329,eat_20873,2,
Wingnuts,33615004,Atlanta,GA,30329,eat_20993,2,
Wingnuts,33615004,Atlanta,GA,30329,eat_24886,2,
Shane's Rib Shack,43877059,Atlanta,GA,30339,ip_10300247805,8,
Shane's Rib Shack,43877059,Atlanta,GA,30339,ip_10300252199,6,
Shane's Rib Shack,43877059,Atlanta,GA,30339,ip_10312575806,8,
Park Tavern,3001229,Atlanta,GA,30309,ip_10300205937,8,
Park Tavern,3001229,Atlanta,GA,30309,ip_10300245598,8,
Park Tavern,3001229,Atlanta,GA,30309,ip_10300372274,8,
Park Tavern,3001229,Atlanta,GA,30309,ip_10300423030,10,
Park Tavern,3001229,Atlanta,GA,30309,ip_10305454520,10,
Wing Hua Restaurant Corp,7361619,Brooklyn,NY,11218,grub_1474097003,8,
Wing Hing Restaurant,7375852,Brooklyn,NY,11226,ip_10302767373,8,
Bassett Caterers,7389362,Brooklyn,NY,11235,ip_10299835542,10,
Bassett Caterers,7389362,Brooklyn,NY,11235,ip_10300135967,10,
Atomic Wings,682573300,Brooklyn,NY,11201,judy_-1772624162,10,
Atomic Wings,682573300,Brooklyn,NY,11201,judy_-1780701314,10,
Atomic Wings,682573300,Brooklyn,NY,11201,judy_-1866032447,10,
Atomic Wings,682573300,Brooklyn,NY,11201,judy_-1893462128,10,
Atomic Wings,682573300,Brooklyn,NY,11201,judy_-2140896656,10,
Atomic Wings,682573300,Brooklyn,NY,11201,judy_1046752430,10,
Atomic Wings,682573300,Brooklyn,NY,11201,judy_1109223126,10,
Atomic Wings,682573300,Brooklyn,NY,11201,judy_1124117339,10,
Atomic Wings,682573300,Brooklyn,NY,11201,judy_1163179996,10,
Atomic Wings,682573300,Brooklyn,NY,11201,judy_1298493420,10,
Atomic Wings,682573300,Brooklyn,NY,11201,judy_1482466947,10,
Atomic Wings,682573300,Brooklyn,NY,11201,judy_1578556450,10,
Atomic Wings,682573300,Brooklyn,NY,11201,judy_1654273522,10,
Atomic Wings,682573300,Brooklyn,NY,11201,judy_1743859132,10,
Atomic Wings,682573300,Brooklyn,NY,11201,judy_1775875839,10,
Atomic Wings,682573300,Brooklyn,NY,11201,judy_-461575120,10,
Atomic Wings,682573300,Brooklyn,NY,11201,judy_-515839150,10,
Atomic Wings,682573300,Brooklyn,NY,11201,judy_-794210228,10,
Atomic Wings,682573300,Brooklyn,NY,11201,judy_-915448125,10,
Atomic Wings,682573300,Brooklyn,NY,11201,judy_-965563837,10,
Atomic Wings,682573300,Brooklyn,NY,11201,judy_-1002186218,10,
Atomic Wings,682573300,Brooklyn,NY,11201,judy_-1044138254,10,
Atomic Wings,682573300,Brooklyn,NY,11201,judy_-1124071261,10,
Atomic Wings,682573300,Brooklyn,NY,11201,judy_-1126993892,10,
Atomic Wings,682573300,Brooklyn,NY,11201,judy_-1166856376,10,
Atomic Wings,682573300,Brooklyn,NY,11201,judy_-1204524256,10,
Atomic Wings,682573300,Brooklyn,NY,11201,judy_-150720672,10,
Atomic Wings,682573300,Brooklyn,NY,11201,judy_-1609275741,10,
Atomic Wings,682573300,Brooklyn,NY,11201,judy_784529516,10,
Atomic Wings,682573300,Brooklyn,NY,11201,judy_796155277,10,
Atomic Wings,682573300,Brooklyn,NY,11201,judy_934968202,10,
Atomic Wings,682573300,Brooklyn,NY,11201,judy_-1642955792,10,
Atomic Wings,682573300,Brooklyn,NY,11201,judy_-1672947787,10,
Atomic Wings,682573300,Brooklyn,NY,11201,judy_17869475,10,
Atomic Wings,682573300,Brooklyn,NY,11201,judy_1803499500,10,
Atomic Wings,682573300,Brooklyn,NY,11201,judy_183684347,10,
Atomic Wings,682573300,Brooklyn,NY,11201,judy_2033983097,10,
Atomic Wings,682573300,Brooklyn,NY,11201,judy_397005458,10,
Atomic Wings,682573300,Brooklyn,NY,11201,judy_519631552,10,
Atomic Wings,682573300,Brooklyn,NY,11201,judy_619072771,10,
Atomic Wings,682573300,Brooklyn,NY,11201,judy_662466623,10,
Atomic Wings,682573300,Brooklyn,NY,11201,judy_736796542,10,
Atomic Wings,682573300,Brooklyn,NY,11201,judy_764174782,10,
Five Spot Soul Food Restaurant,7338382,Brooklyn,NY,11205,grub_2090728570,8,
,,,,,,8.081504702,
